,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
30,2023-09-26 22:01:00,34.492,34.547,34.559,34.492,836832,1695736860,,,,,,,,,1.0,,-22.1545240365095,12.833139156156731,10.091491701437649,-78.06552560064429,1,0,51420.832,34.492:1490.0;,34.492:1490.0;,,0.0,34.492;
50,2023-09-26 22:21:00,34.202,34.212,34.222,34.202,367428,1695738060,,,,,,,1.0,,,,-11.966807465965635,-4.919932716820455,10.091491701437649,-78.32705750309198,1,0,15.226000000002387,34.492:1490.0;34.202:1503.0;,34.202:1503.0;,,0.0,34.572;34.202;
98,2023-09-26 23:09:00,34.332,34.367,34.377,34.332,692728,1695740940,,,,,,,,,,,46.91055552862241,-1.5766768383805498,6.979647255126572,56.95884958127749,0,0,102770.902,,,34.332:1490.0;34.332:1503.0;,-43.00999999999107,
250,2023-09-27 01:41:00,34.117,34.077,34.117,34.077,168424,1695750060,,,,,1.0,,,,,,-20.913879049961068,14.27006324522226,2.5665868759027504,-78.0931098055881,1,0,51390.700000000004,34.117:1506.0;,34.117:1506.0;,,0.0,34.117;
349,2023-09-27 03:20:00,33.852,33.847,33.862,33.847,184280,1695756000,,,,,,,,,,,21.976435749447404,3.663379222639385,0.4689348235576887,-63.973552450196806,0,0,102371.812,,,33.852:1506.0;,-399.0900000000008,
243,2023-10-14 01:34:00,36.567,36.632,36.632,36.567,243208,1697218440,,,1.0,,,,,,,,-17.975775247394985,2.5610931564396253,5.738449782843958,-78.4758592861442,1,0,51214.579000000005,36.567:1399.0;,36.567:1399.0;,,0.0,36.567;
374,2023-10-14 03:45:00,36.752,36.692,36.752,36.692,297880,1697226300,,,,,,,,,,,-14.524136888418752,45.2820258848402,-8.530986641139037,-74.35253818091243,0,0,102630.62700000001,,,36.752:1399.0;,258.8150000000032,
323,2023-10-19 02:54:00,36.448,36.447,36.462,36.447,115784,1697655240,,,,,,,1.0,,,,-7.748847602519788,16.90123552553468,15.355584278767637,-76.73493919839092,1,0,51348.291000000005,36.448:1407.0;,36.448:1407.0;,,0.0,36.448;
376,2023-10-19 03:47:00,36.012,36.039,36.067,36.012,831904,1697658420,,,,,,,,,,,6.228933769002449,-1.004679737046672,6.316575561216098,-77.24926147114384,0,0,102017.175,,,36.012:1407.0;,-613.4519999999999,
9,2023-10-19 21:40:00,36.404,36.422,36.438,36.391,490423,1697722800,1.0,,,,,,,,1.0,,94.13771728151156,18.68964715796517,0.9456910733515542,77.59917448337309,1,0,51015.170999999995,36.404:1401.0;,36.404:1401.0;,,0.0,36.404;
