,dt_1D,open,close,high,low,vol,turnover,m1,m2,jw,R6,duanxian,long,short,long_stop,short_stop,long_in,long_out,short_in,short_out,profit_rate
505,20230714,189.26,189.72,190.199,188.67,41616240,7916367872.0,6.223,1.573,86.27720280800278,104.51965305721552,-0.34005940831465864,0,0,0,0,0,0,0,0,
506,20230717,190.93,193.02,193.32,189.68,50520160,9774202880.0,6.27,1.669,88.25765479036173,106.36901011392327,1.8493570567077455,0,0,0,0,0,0,0,0,
507,20230718,192.38,192.76,193.26,191.459,48512520,9330934784.0,6.306,1.708,89.82346178726428,108.65483743666329,2.285827322740019,0,0,0,0,0,0,0,0,
508,20230719,192.13,194.13,197.18,191.69,80507320,15632272384.0,6.354,1.788,89.65971219642617,109.43409029682778,0.7792528601644904,0,0,0,1,0,0,0,0,
509,20230720,194.12,192.16,195.46,191.54,59581196,11580545024.0,6.367,1.724,88.17154257489088,108.27970092134854,-1.1543893754792407,0,0,1,1,0,0,0,0,
510,20230721,193.13,190.97,193.96,190.45,71951680,13820534784.0,6.358,1.591,86.03775478010408,105.62882258534438,-2.650878336004155,0,0,0,0,0,0,0,0,
511,20230724,192.44,191.78,193.92,191.34,45505096,8800894976.0,6.356,1.508,84.69435727295487,103.14219784448265,-2.4866247408617284,0,0,1,0,0,0,0,0,
512,20230725,192.36,192.65,193.46,191.95,37932052,7232194048.0,6.36,1.469,84.09914264731171,101.5063610106747,-1.6358368338079572,0,0,0,0,0,0,0,0,
513,20230726,192.7,193.53,194.59,192.26,47486244,9231474688.0,6.371,1.465,84.17891463872519,100.94304305800213,-0.5633179526725627,0,0,0,0,0,0,0,0,
514,20230727,195.05,192.25,196.217,191.65,47460180,9254873088.0,6.359,1.377,83.38912553010618,100.00422431520548,-0.9388187427966557,0,0,0,0,0,0,0,0,
515,20230728,193.7,194.86,195.64,193.12,48291444,9379673088.0,6.378,1.426,84.47449031819625,100.79739720598371,0.7931728907782372,0,0,0,0,0,0,0,0,
516,20230731,195.09,195.48,195.74,194.31,38824112,7622966272.0,6.399,1.478,85.84875929802882,102.3574809152053,1.560083709221587,0,0,0,0,0,0,0,0,
517,20230801,195.265,194.635,195.73,193.28,35281424,6811099136.0,6.403,1.455,86.35672385264212,103.31481961459785,0.957338699392551,0,0,0,0,0,0,0,0,
518,20230802,194.07,191.61,194.12,190.89,50389328,9582614528.0,6.36,1.261,83.93937189111489,101.22032576606239,-2.094493848535464,0,0,0,0,0,0,0,0,
519,20230803,190.6,190.2,194.83,184.07,62243280,11884667904.0,6.296,1.02,80.43066848415327,96.96273972788,-4.257586038182382,0,0,0,0,0,0,0,0,
520,20230804,184.55,181.02,190.2,180.76,115956840,21333321728.0,6.106,0.343,68.89088415160742,84.57276558981737,-12.389974138062641,0,0,0,0,0,0,0,0,
521,20230807,181.16,177.88,182.48,176.41,97576072,17418665984.0,5.881,-0.353,55.6232097626046,71.20683046595111,-13.365935123866251,0,0,0,0,0,0,0,0,
522,20230808,178.72,178.83,179.255,176.65,67823000,12116630528.0,5.676,-0.841,44.71955850028277,59.256020608216105,-11.95080985773501,0,0,1,0,0,0,0,0,
523,20230809,179.9,177.22,180.5,176.06,60378492,10776970240.0,5.457,-1.294,33.73995580767243,48.156937717709695,-11.09908289050641,0,0,0,0,0,0,0,0,
524,20230810,178.51,177.0,179.78,176.64,54686852,9773572096.0,5.242,-1.642,23.85088324774557,38.40810772246682,-9.748829995242872,0,0,0,0,0,0,0,0,
525,20230811,176.59,177.06,177.86,175.95,52036672,9250142208.0,5.037,-1.888,15.298805203257132,30.27107873612617,-8.137028986340653,0,0,0,0,0,0,0,0,
526,20230814,177.24,178.73,179.17,176.62,43675628,7791954944.0,4.862,-1.969,9.307561252071622,24.65702787127711,-5.614050864849062,0,0,0,0,0,0,0,0,
527,20230815,178.15,176.72,178.68,176.335,43622592,7745323520.0,4.666,-2.111,2.2959644748109156,19.20348531130989,-5.453542559967218,0,0,0,0,0,0,0,0,
528,20230816,176.4,175.84,177.796,175.35,46964856,8127434752.0,4.466,-2.239,-4.070177687788089,14.177296100790755,-5.026189210519135,0,0,0,0,0,0,0,0,
529,20230817,176.41,173.27,176.75,172.39,66062880,11529024512.0,4.239,-2.444,-9.338290695344881,9.920667266831074,-4.256628833959681,0,0,0,0,0,0,0,0,
530,20230818,171.57,173.76,174.28,171.14,61172152,10620929024.0,4.028,-2.547,-12.625678009345506,7.200985803132994,-2.7196814636980804,0,0,0,0,0,0,0,0,
531,20230821,174.34,175.11,175.39,173.025,46311880,8106876928.0,3.845,-2.523,-14.397742561884385,5.957743764041098,-1.2432420390918963,0,0,0,0,0,0,0,0,
532,20230822,176.33,176.5,176.945,175.41,42084244,7445208064.0,3.687,-2.4,-14.789518757398753,6.0571941485078185,0.09945038446672072,0,0,0,0,0,0,0,0,
533,20230823,177.79,180.39,181.17,176.62,52722752,9518149632.0,3.588,-2.071,-12.118660923173024,8.648017693729813,2.590823545221994,0,0,0,1,0,0,0,0,
534,20230824,179.944,175.65,182.04,175.15,54945800,9756941312.0,3.428,-2.033,-13.059060141627668,9.253143707205155,0.605126013475342,0,0,0,0,0,0,0,0,
535,20230825,176.65,177.88,178.405,175.101,51449592,9148844032.0,3.304,-1.862,-12.106609078482037,10.227625497725626,0.9744817905204712,0,0,0,0,0,0,0,0,
536,20230828,179.36,179.46,179.85,177.74,43820696,7867649536.0,3.206,-1.622,-9.948490980764177,11.905235470519656,1.6776099727940306,0,0,0,0,0,0,0,0,
537,20230829,178.965,183.39,184.145,178.69,53003948,9686822912.0,3.164,-1.21,-4.998030462417134,15.668496377676888,3.763260907157232,0,0,0,0,0,0,0,0,
538,20230830,184.21,186.92,187.03,182.8,60813888,11347855360.0,3.17,-0.69,2.136379355845662,21.61079597408437,5.94229959640748,0,0,0,0,0,0,0,0,
539,20230831,187.11,187.14,188.37,186.48,60794468,11431870464.0,3.176,-0.264,8.772538237637121,27.813845560783392,6.203049586699024,0,0,0,0,0,0,0,0,
540,20230901,188.755,188.73,189.186,187.455,45766504,8637242368.0,3.2,0.153,15.954387742934031,34.29912137684231,6.485275816058916,0,0,0,0,0,0,0,0,
541,20230905,187.55,188.97,189.238,186.48,45280028,8548003328.0,3.224,0.489,22.61602940913791,40.26816470921244,5.969043332370134,1,0,0,1,1,0,0,0,
542,20230906,187.67,182.18,188.14,180.745,81755816,15029728256.0,3.152,0.392,23.63958834339698,41.72189447970169,1.4537297704892467,0,0,0,0,0,0,0,0,
543,20230907,174.45,176.83,181.05,172.835,112488800,19834023936.0,3.01,0.033,20.68814716752513,38.55505583661626,-3.166838643085427,0,0,0,0,0,0,0,0,
544,20230908,177.62,177.45,179.455,176.33,65602064,11742987264.0,2.882,-0.215,18.57730864844268,34.196294380630064,-4.358761455986198,0,0,1,0,0,1,0,0,-0.044386422976501194
545,20230911,179.34,178.63,180.07,176.65,58953052,10516812800.0,2.774,-0.344,17.629683595628336,30.33331599868015,-3.8629783819499153,0,0,1,0,0,0,0,0,
546,20230912,178.76,175.57,179.45,174.165,90370192,15929994240.0,2.63,-0.599,14.607904518928194,25.285439189379503,-5.0478768093006465,0,0,0,0,0,0,0,0,
547,20230913,175.78,173.48,176.73,173.07,84267928,14690322432.0,2.463,-0.898,10.452405840570421,19.1672953479665,-6.118143841413001,0,0,0,0,0,0,0,0,
548,20230914,173.27,175.01,175.355,172.95,61233408,10673968128.0,2.325,-1.04,7.948876053467174,14.094665801300252,-5.072629546666249,0,0,0,0,0,0,0,0,
549,20230915,175.75,174.28,176.72,173.105,109259464,19096246272.0,2.182,-1.176,5.26299037313926,9.49818024768382,-4.596485553616432,0,0,0,0,0,0,0,0,
550,20230918,175.75,177.24,178.635,173.91,67257576,11957265408.0,2.086,-1.112,5.125871574709265,7.235512631898445,-2.262667615785375,0,0,0,0,0,0,0,0,
551,20230919,176.79,178.34,178.87,176.43,51826940,9245142016.0,2.009,-0.991,5.8950625451847,6.662187418814838,-0.5733252130836064,0,0,0,0,0,0,0,0,
552,20230920,178.53,174.76,178.921,174.27,58436180,10335563776.0,1.886,-1.07,4.034390112017732,4.835202771789,-1.8269846470258386,0,0,0,0,0,0,0,0,
553,20230921,173.82,173.2,175.53,172.97,63374824,11039019008.0,1.748,-1.198,1.3705451811101454,1.826428824903573,-3.0087739468854267,0,0,0,0,0,0,0,0,
554,20230922,173.94,174.06,176.348,173.35,56725384,9932553216.0,1.628,-1.238,-0.26413769707413337,-0.46806863384775,-2.294497458751323,0,0,0,0,0,0,0,0,
555,20230925,173.47,175.35,176.21,173.26,46184468,8101731328.0,1.531,-1.186,-0.6520970854594026,-1.2524255770281627,-0.7843569431804127,0,0,1,1,0,0,0,0,
556,20230926,174.09,171.23,174.77,170.93,64588944,11126312960.0,1.382,-1.344,-3.894238660458697,-4.463645178743235,-3.2112196017150723,0,0,0,0,0,0,0,0,
557,20230927,171.89,169.7,172.5,168.35,66921808,11410212864.0,1.221,-1.529,-5.9968279027528695,-7.55837664557238,-3.0947314668291455,0,0,0,0,0,0,0,0,
558,20230928,168.61,169.96,171.25,167.25,56294420,9583555584.0,1.071,-1.64,-6.918124658740382,-9.603439177507482,-2.045062531935102,0,0,0,0,0,0,0,0,
559,20230929,171.29,170.48,172.33,169.64,51861084,8892496896.0,0.936,-1.678,-7.269598159818003,-10.783819276949004,-1.1803800994415212,0,0,0,0,0,0,0,0,
560,20231002,170.49,173.02,173.55,170.3,52164536,9036810240.0,0.842,-1.554,-5.789239552491324,-9.940032225767695,0.8437870511813088,0,0,0,0,0,0,0,0,
561,20231003,171.525,171.67,173.14,169.907,49594612,8540256768.0,0.734,-1.508,-5.288480523192462,-9.3392678182679,0.6007644074997955,0,0,0,0,0,0,0,0,
562,20231004,170.36,172.93,173.46,168.87,53020288,9150633984.0,0.65,-1.386,-3.789899809187631,-8.088476414808468,1.2507914034594307,0,0,0,1,0,0,0,0,
563,20231005,173.06,174.18,174.705,171.96,48527920,8441492992.0,0.586,-1.209,-1.509926683602444,-6.0072384339271565,2.081237980881312,0,0,0,0,0,0,0,0,
564,20231006,173.07,176.76,177.25,172.02,57266676,10084898816.0,0.56,-0.92,3.7117834293717777,-2.245505195705448,3.7617332382217086,0,0,0,0,0,0,0,0,
565,20231009,176.08,178.26,178.305,175.05,42390772,7527883264.0,0.556,-0.606,10.078362190679172,2.655326538190181,4.900831733895629,0,0,0,0,0,0,0,0,
566,20231010,177.37,177.66,178.985,171.23,43731136,7812519936.0,0.543,-0.384,15.280616025632014,7.07654577522014,4.421219237029959,0,0,0,0,0,0,0,0,
567,20231011,177.47,179.07,179.658,176.9,47551096,8508530688.0,0.55,-0.134,21.180378047366148,11.745465211449414,4.668919436229274,0,0,0,0,0,0,0,0,
568,20231012,179.34,179.98,181.6,178.315,56743120,10243356672.0,0.568,0.111,27.25544595206911,16.537610250997872,4.792145039548458,0,0,0,0,0,0,0,0,
569,20231013,180.69,178.12,181.19,177.42,51456080,9209351168.0,0.559,0.204,31.067042479422057,19.664232567718187,3.126622316720315,0,0,0,1,0,0,0,0,
570,20231016,176.02,177.99,178.338,175.17,52516984,9310610432.0,0.549,0.266,34.35601570135647,21.754603987438614,2.0903714197204266,0,0,0,0,0,0,0,0,
571,20231017,175.915,176.42,177.84,174.11,57549352,10167468032.0,0.518,0.23,35.92088882300294,22.183623018824335,0.42901903138572095,0,0,0,0,0,0,0,0,
572,20231018,174.85,175.11,176.83,174.39,54764376,9626841088.0,0.47,0.131,36.17117156621994,21.08873058482783,-1.094892433996506,0,0,0,0,0,0,0,0,
573,20231019,175.31,174.73,177.08,174.08,60174284,10442953728.0,0.42,0.032,36.05702825640276,19.25937262846827,-1.8293579563595586,0,0,1,0,0,0,0,0,
574,20231020,174.58,172.15,174.9,171.92,64286780,11141326848.0,0.337,-0.179,33.706101604659665,15.67086115207907,-3.5885114763892005,0,0,0,0,0,0,0,0,
575,20231023,170.18,172.27,173.27,169.315,55980108,9654036480.0,0.261,-0.336,31.711721618623912,11.877758446271102,-3.793102705807968,0,0,1,0,0,0,0,0,
576,20231024,172.32,172.71,173.17,170.745,43816644,7545065472.0,0.194,-0.43,30.317354377298486,8.82174494810927,-3.056013498161832,0,0,0,0,0,0,0,0,
577,20231025,171.15,170.37,172.29,168.57,57156960,9742647296.0,0.1,-0.62,27.044488373439478,5.7380703560815505,-3.0836745920277195,0,0,0,0,0,0,0,0,
578,20231026,169.64,166.16,170.601,164.58,70625256,11729099776.0,-0.046,-0.978,22.649117623947248,1.253228215284679,-4.4848421407968715,0,0,0,0,0,0,0,0,
579,20231027,166.18,167.49,168.196,165.59,58499128,9823607808.0,-0.166,-1.175,19.778889683895663,-2.1829476887255765,-3.4361759040102555,0,0,0,0,0,0,0,0,
580,20231030,168.29,169.56,170.39,167.65,51130956,8640054272.0,-0.25,-1.207,18.84749439207227,-3.232186222538175,-1.0492385338125985,0,0,0,0,0,0,0,0,
581,20231031,168.62,170.04,170.161,167.205,44846016,7616986624.0,-0.323,-1.19,18.414162832794176,-2.8917866027265404,0.3403996198116346,0,0,1,1,0,0,0,0,
582,20231101,170.27,173.24,174.27,168.77,56934904,9824476160.0,-0.349,-0.996,20.53340581248756,0.6033685754938887,3.495155178220429,0,0,0,0,0,0,0,0,
583,20231102,174.79,176.84,180.53,169.05,77334752,13656784896.0,-0.324,-0.644,25.234502735651283,7.858393999514021,7.255025424020133,0,0,0,1,0,0,0,0,
584,20231103,173.51,175.92,176.12,170.78,80058528,14038838272.0,-0.313,-0.41,28.72546237482053,15.040910183896301,7.18251618438228,0,0,0,0,0,0,0,0,
585,20231106,175.65,178.5,178.699,175.32,63949512,11385350144.0,-0.267,-0.088,33.84282501109061,23.657827451714724,8.616917267818422,0,0,0,0,0,0,0,0,
586,20231107,178.45,181.09,181.705,177.49,70529968,12787982336.0,-0.189,0.299,41.00482619493527,33.91504368460458,10.25721623288986,0,0,0,0,0,0,0,0,
587,20231108,181.62,182.16,182.692,180.79,49340280,9012297728.0,-0.101,0.652,52.53031763396695,43.81427742838032,9.899233743775739,0,0,0,1,0,0,0,0,
588,20231109,182.23,181.68,183.37,181.09,53763540,9803166720.0,-0.024,0.894,61.61068856037272,51.74982053517756,7.93554310679724,0,0,0,0,0,0,0,0,
589,20231110,183.48,185.91,186.045,181.29,66177920,12225868800.0,0.106,1.29,71.25003128211607,59.30761985439179,7.557799319214226,0,0,0,0,0,0,0,0,
590,20231113,185.33,184.31,185.9,183.725,44569100,8057020928.0,0.206,1.499,78.34741097865249,64.85548442889026,5.547864574498476,0,0,0,0,0,0,0,0,
591,20231114,187.21,186.95,187.615,184.31,60108376,11230478336.0,0.336,1.78,85.58334300576229,69.84049642155072,4.985011992660461,0,0,0,0,0,0,0,0,
592,20231115,187.355,187.52,188.993,186.95,54753718,10129630208.0,0.467,2.005,91.33650643004772,73.6483045806305,3.8078081590797694,0,0,0,0,0,0,0,0,
593,20231116,189.08,189.22,190.45,187.21,54412916,10325454848.0,0.612,2.242,96.6042948117102,76.85150579528215,3.2032012146516564,0,0,0,0,0,0,0,0,
594,20231117,189.76,189.2,189.9,188.105,50941404,9654977536.0,0.748,2.397,101.17230979916168,79.52445266208785,2.6729468668057024,0,0,0,0,0,0,0,0,
595,20231120,189.4,190.96,191.41,188.43,46538616,8887445504.0,0.9,2.579,105.7277570576073,82.22459014841687,2.7001374863290124,0,0,0,0,0,0,0,0,
596,20231121,190.92,190.15,190.98,189.29,38134484,7247433728.0,1.031,2.644,109.08618065758863,84.29729475429376,2.0727046058768934,0,0,0,0,0,0,0,0,
597,20231122,191.0,190.82,192.42,189.66,39630012,7592647168.0,1.163,2.696,111.74964866452218,85.86517624381982,1.5678814895260587,0,0,0,0,0,0,0,0,
598,20231124,190.38,189.48,190.74,188.77,24048344,4559709184.0,1.269,2.631,113.07220227986917,86.48149964855311,0.6163234047332935,0,0,1,1,0,0,0,0,
599,20231127,189.43,189.3,190.17,188.42,40552608,7675785216.0,1.365,2.537,113.99569666814747,86.66847034243243,0.1869706938793172,0,0,0,0,0,0,0,0,
600,20231128,189.29,189.91,190.53,188.56,38415420,7277843456.0,1.462,2.463,115.10689338328378,87.04346695278875,0.3749966103563196,0,0,1,0,0,0,0,0,
601,20231129,190.41,188.88,191.57,188.49,43014224,8159551488.0,1.539,2.32,115.26060100331743,87.00360596489384,-0.03986098789491166,0,0,0,0,0,0,0,0,
602,20231130,189.35,189.46,189.795,187.72,48794368,9232694272.0,1.619,2.208,115.66830726382956,87.19918885623528,0.19558289134144502,0,0,0,0,0,0,0,0,
603,20231201,189.84,190.75,191.045,188.76,45704824,8712107008.0,1.709,2.159,116.7921100440237,88.17723224012592,0.9780433838906362,0,0,0,0,0,0,0,0,
604,20231204,189.49,188.94,190.75,186.975,43394956,8196442624.0,1.769,1.999,116.42727844423007,88.51558951350425,0.3383572733783353,0,0,0,0,0,0,0,0,
605,20231205,189.72,192.93,193.9,187.51,66628400,12874102784.0,1.878,2.056,117.73753570432547,89.97055233127057,1.4549628177663152,0,0,0,0,0,0,0,0,
606,20231206,193.96,191.83,194.18,191.62,41089736,7904015360.0,1.964,2.016,117.90036803610087,91.08584130096268,1.1152889696921164,0,0,1,1,0,0,0,0,
607,20231207,193.14,193.78,194.5,191.4,47477656,9215126528.0,2.071,2.06,118.98474483214063,92.8370328339766,1.751191533013909,0,0,1,1,0,0,0,0,
608,20231208,193.71,195.22,195.49,192.95,53406360,10403518464.0,2.188,2.143,120.12724245848572,94.90839424857208,2.0713614145954864,0,0,0,0,0,0,0,0,
609,20231211,192.62,192.69,194.97,190.96,60943700,11726277632.0,2.264,2.048,119.46489353942349,95.82048774162662,0.9120934930545417,0,0,1,1,0,0,0,0,
610,20231212,192.59,194.22,194.34,191.26,52696900,10218752000.0,2.353,2.027,119.70711532214848,96.9813562261934,1.1608684845667767,0,0,0,0,0,0,0,0,
611,20231213,194.6,197.47,198.29,193.93,70404184,13515218944.0,2.48,2.153,120.13260787657956,98.37179205077499,1.390435824581587,0,0,0,0,0,0,0,0,
612,20231214,197.53,197.62,199.095,195.67,66831572,13251288064.0,2.6,2.231,120.05113578123598,99.5115896220363,1.1397975712613118,0,0,0,0,0,0,0,0,
613,20231215,197.04,197.08,198.01,195.41,128538400,25364783104.0,2.703,2.234,119.57305458778856,100.26784251865645,0.756252896620154,0,0,0,0,0,0,0,0,
614,20231218,195.6,195.4,197.08,193.925,55751860,10911345664.0,2.775,2.121,118.11343096934289,100.08064300088773,-0.18719951776871824,0,0,0,0,0,0,0,0,
615,20231219,195.67,196.45,196.51,195.31,40714052,7981406208.0,2.856,2.06,117.2952422563807,100.07725589054688,-0.003387110340852928,0,0,0,0,0,0,0,0,
616,20231220,196.41,194.34,197.165,194.31,52242816,10251648000.0,2.901,1.876,115.30326545552492,99.1383480440673,-0.9389078464795801,0,0,1,0,0,0,0,0,
617,20231221,195.61,194.19,196.52,193.03,46482548,9058483200.0,2.939,1.7,113.35573272465064,97.92971081618394,-1.208637227883358,0,0,0,0,0,0,0,0,
618,20231222,194.69,193.11,194.906,192.515,37149568,7183624704.0,2.958,1.485,110.93869469771974,96.10437477704679,-1.8253360391371558,0,0,0,0,0,0,0,0,
619,20231226,193.12,192.56,193.51,192.345,28919310,5572831744.0,2.966,1.27,108.40296417444989,93.4022148641122,-2.70215991293459,0,0,0,0,0,0,0,0,
620,20231227,192.0,192.66,192.995,190.615,48087680,9254184960.0,2.973,1.09,106.1279348758107,90.37323130854274,-3.0289835555694538,0,0,0,0,0,0,0,0,
621,20231228,193.65,193.09,194.14,192.76,34049896,6614325248.0,2.983,0.959,104.27412672466548,87.13799519923806,-3.2352361093046795,0,0,0,0,0,0,0,0,
622,20231229,193.41,192.04,193.89,191.265,42672148,8222972928.0,2.976,0.79,101.98154251517076,83.30533489236716,-3.832660306870906,0,0,0,0,0,0,0,0,
623,20240102,186.66,185.15,189.75,183.41,82488672,15314006016.0,2.873,0.289,95.83700985794852,74.21880433430445,-9.086530558062705,0,0,0,0,0,0,0,0,
624,20240103,183.73,183.76,185.363,182.95,58414460,10771439616.0,2.756,-0.176,89.08213666435134,61.85416833738712,-12.364635996917329,0,0,0,0,0,0,0,0,
625,20240104,181.66,181.42,183.76,180.405,71983568,13111945216.0,2.612,-0.659,81.63037415539154,49.50359359975333,-12.350574737633792,0,0,1,0,0,0,0,0,
626,20240105,181.5,180.69,182.25,179.69,62379660,11320693760.0,2.463,-1.064,73.96767407704968,38.31518468751297,-11.188408912240362,0,0,0,0,0,0,0,0,
627,20240108,181.595,185.07,185.1,179.51,59144472,10907939840.0,2.381,-1.138,69.8165135557947,31.967655392334493,-6.347529295178475,0,0,0,0,0,0,0,0,
628,20240109,183.43,184.65,185.07,182.265,42841808,7890747392.0,2.296,-1.203,65.2985339185332,27.77384922580255,-4.193806166531942,0,0,0,0,0,0,0,0,
629,20240110,183.86,185.7,186.29,183.51,46792908,8657488896.0,2.227,-1.183,60.272635500511996,25.677353844823188,-2.0964953809793627,0,0,0,0,0,0,0,0,
630,20240111,186.05,185.1,186.91,183.175,49128408,9090707456.0,2.153,-1.184,54.20847338480675,24.16273101132117,-1.5146228335020169,0,0,1,1,0,0,0,0,
631,20240112,185.57,185.43,186.181,184.1,40477784,7513616896.0,2.086,-1.152,47.88672321172663,23.25928080268571,-0.9034502086354621,0,0,0,0,0,0,0,0,
632,20240116,181.67,183.14,184.16,180.485,65792600,12007232512.0,1.99,-1.231,40.06669972583953,20.988636841668907,-2.270643961016802,0,0,0,0,0,0,0,0,
633,20240117,180.78,182.19,183.14,179.834,47317432,8610984960.0,1.886,-1.326,32.231878821300086,17.724466392279865,-3.2641704493890416,0,0,0,0,0,0,0,0,
634,20240118,185.6,188.14,188.636,181.71,78005752,14646931456.0,1.866,-1.073,31.130474694528516,18.564951070784815,0.84048467850495,0,0,0,0,0,0,0,0,
635,20240119,188.84,191.07,191.45,188.04,68902984,13134750720.0,1.885,-0.711,33.0876173349472,22.791960234098738,4.227009163313923,0,0,0,0,0,0,0,0,
636,20240122,191.81,193.4,194.815,191.24,60133852,11616520192.0,1.933,-0.298,37.181404344861704,29.525609579848435,6.733649345749697,0,0,0,0,0,0,0,0,
637,20240123,194.53,194.69,195.116,192.52,42355592,8257184256.0,1.994,0.095,42.156290712406985,37.42698772447376,7.901378144625326,0,0,0,0,0,0,0,0,
638,20240124,194.93,194.01,195.86,193.36,53631316,10445569024.0,2.041,0.364,45.98354316752602,44.452589058600665,7.025601334126904,1,0,0,1,1,0,0,0,
639,20240125,194.73,193.68,195.765,192.64,54822128,10632991744.0,2.079,0.553,49.12016886552195,50.161573331385654,5.708984272784988,0,0,0,0,0,0,0,0,
640,20240126,193.78,191.93,194.37,191.455,44594012,8623403008.0,2.09,0.601,50.24811170037583,53.462343385170826,3.300770053785172,0,0,0,0,0,0,0,0,
641,20240129,191.52,191.24,192.09,189.15,47145624,8980475904.0,2.089,0.595,50.615894249330694,54.96262865930365,1.5002852741328212,0,0,0,0,0,0,0,0,
642,20240130,190.45,187.55,191.273,186.77,55859368,10479518720.0,2.037,0.391,47.37678946290069,52.91223614412654,-2.0503925151771085,0,0,0,0,0,0,0,0,
643,20240131,186.55,183.91,187.44,183.87,55467804,10278259712.0,1.937,0.038,40.97513368299923,47.1121916976614,-5.800044446465137,0,0,1,0,0,1,0,0,-0.057695270374364394
644,20240201,183.495,186.37,191.26,178.76,64885408,11079050240.0,1.874,-0.11,38.174764932557366,42.52331978430456,-4.58887191335684,0,0,0,0,0,0,0,0,
645,20240202,179.37,185.36,186.65,178.87,102551680,18907129856.0,1.8,-0.276,34.78278032828132,38.038070263505816,-4.485249520798746,0,0,1,0,0,0,0,0,
646,20240205,187.66,187.19,188.76,184.79,69668816,13061153792.0,1.753,-0.307,33.53750421520763,35.35195339715251,-2.686116866353302,0,0,0,0,0,0,0,0,
647,20240206,186.37,188.81,189.51,186.22,43490760,8194118144.0,1.73,-0.243,34.01042013115996,35.107419009067826,-0.24453438808468775,0,0,0,0,0,0,0,0,
648,20240207,190.15,188.92,190.46,188.147,53438956,10119364608.0,1.708,-0.184,34.594258648485294,36.24273814475282,1.1353191356849948,0,0,0,0,0,0,0,0,
649,20240208,188.895,187.83,189.12,186.892,40962048,7707307520.0,1.671,-0.193,34.14675600123692,36.99705702189212,0.7543188771392977,0,0,0,0,0,0,0,0,
650,20240209,188.4,188.6,189.74,187.792,45155216,8525352448.0,1.645,-0.157,34.52705976118729,38.14216406821171,1.1451070463195947,0,0,0,0,0,0,0,0,
651,20240212,188.165,186.9,189.63,186.33,41781936,7847821312.0,1.597,-0.215,33.32227408212056,38.20727480719992,0.06511073898820996,0,0,0,0,0,0,0,0,
652,20240213,185.52,184.79,186.45,183.27,56529528,10463767552.0,1.521,-0.367,30.31957495186586,36.381828255190115,-1.825446552009808,0,0,0,0,0,0,0,0,
653,20240214,185.07,183.9,185.65,181.7,54630516,9856886784.0,1.437,-0.527,26.864495013688753,33.27541651361875,-3.106411741571364,0,0,0,0,0,0,0,0,
654,20240215,183.3,183.61,185.65,181.225,65434496,11690242048.0,1.352,-0.66,23.57513328650829,29.70862116919335,-3.566795344425401,0,0,0,0,0,0,0,0,
655,20240216,183.17,182.06,185.14,181.432,49752464,8886401024.0,1.251,-0.836,19.254246409053394,25.01948484015952,-4.689136329033829,0,0,0,0,0,0,0,0,
656,20240220,181.54,181.31,182.3,179.765,53665552,9724513280.0,1.144,-1.001,14.771964390044033,19.76555423529922,-5.253930604860301,0,0,0,0,0,0,0,0,
657,20240221,181.69,182.07,182.73,180.425,41529672,7147104256.0,1.052,-1.077,11.747072132820762,15.420352819169167,-4.3452014161300525,0,0,0,0,0,0,0,0,
658,20240222,183.23,184.12,184.7,182.24,52292208,9615642624.0,0.992,-1.015,11.41578605546185,13.49118544973372,-1.9291673694354472,0,0,1,1,0,0,0,0,
659,20240223,184.76,182.27,185.06,181.98,45119676,8128462336.0,0.911,-1.051,9.284920092204601,11.130400374270053,-2.3607850754636672,0,0,0,0,0,0,0,0,
660,20240226,181.99,180.91,182.477,180.4,40867420,7408872448.0,0.814,-1.135,6.060015697183431,7.790650773286572,-3.339749600983481,0,0,0,0,0,0,0,0,
661,20240227,180.85,182.38,183.59,179.79,54318852,9866899456.0,0.743,-1.11,4.938660763762826,5.592250653436253,-2.1984001198503194,0,0,0,0,0,0,0,0,
662,20240228,182.26,181.17,182.79,179.884,48953940,8871187456.0,0.658,-1.139,2.8285189105076256,2.9715555195838164,-2.6206951338524362,0,0,1,1,0,0,0,0,
663,20240229,181.02,180.5,182.27,179.31,136682588,24703758336.0,0.569,-1.181,0.2916198569040489,-0.09073643951356303,-3.0622919590973794,0,0,0,0,0,0,0,0,
664,20240301,179.3,179.41,181.05,177.145,73563080,13101837312.0,0.47,-1.255,-1.5060726797082822,-2.7870567339745946,-2.6963202944610316,0,0,0,0,0,0,0,0,
665,20240304,175.9,174.85,179.08,173.56,81510104,14046213120.0,0.315,-1.534,-4.218988737714483,-6.019163098956142,-3.232106364981547,0,0,0,0,0,0,0,0,
666,20240305,170.51,169.87,173.96,169.43,95310260,16004236288.0,0.101,-1.99,-7.325152649601861,-9.72820212539807,-3.7090390264419284,0,0,0,0,0,0,0,0,
667,20240306,170.81,168.87,171.75,168.21,68587704,11470730240.0,-0.115,-2.371,-9.852989868491974,-13.195639957930979,-3.4674378325329087,0,0,0,0,0,0,0,0,
668,20240307,168.9,168.75,170.47,167.3,71765064,11833674752.0,-0.319,-2.643,-11.486518511429594,-15.912186209327956,-2.716546251396977,0,0,0,0,0,0,0,0,
669,20240308,168.75,170.48,173.435,168.73,76267040,13023041536.0,-0.488,-2.731,-11.67824685372716,-17.279846065480825,-1.3676598561528692,0,0,0,0,0,0,0,0,
