,dt_period,open,close,high,low,vol,turnover,m1,m2,jw,R6,duanxian,long,short,long_stop,short_stop,long_in,long_out,short_in,short_out,profit_rate
304,2022092309,20.559,20.074,20.984,19.228,280651968,5940916224.0,-2.564,-1.501,-3.834615991601993,-20.2989585678351,-2.1223569252207852,0,0,0,0,0,0,0,0,
305,2022092609,19.924,19.784,20.961,19.544,245303888,5201944576.0,-2.621,-1.582,-6.828888329377051,-22.269123055895818,-1.9701644880607176,0,0,0,0,0,0,0,0,
306,2022092709,20.579,19.804,21.084,19.274,271960608,5791646720.0,-2.672,-1.624,-9.373611722734026,-24.01240864917108,-1.7432855932752602,0,0,0,0,0,0,0,0,
307,2022092809,19.794,21.034,21.35,18.764,256019456,5459012096.0,-2.702,-1.571,-9.878590987405147,-24.343255832276924,-0.3308471831058455,0,0,1,1,0,0,0,0,
308,2022092909,20.069,19.154,20.544,18.393,270097856,5444622848.0,-2.753,-1.607,-11.724680418866072,-25.28602094619258,-0.9427651139156552,0,0,1,1,0,0,0,0,
309,2022093009,18.919,18.084,19.838,18.054,256598800,5196551168.0,-2.814,-1.67,-13.971402467114558,-26.895391506409098,-1.6093705602165187,0,0,0,0,0,0,0,0,
310,2022100309,18.469,19.424,19.769,17.624,223611280,4470860800.0,-2.85,-1.628,-14.217913193945392,-27.461872531009163,-0.5664810246000656,0,0,0,0,0,0,0,0,
311,2022100409,20.659,21.344,21.521,20.404,231661840,5135738880.0,-2.857,-1.474,-12.5423002079622,-26.373950481915756,1.0879220490934074,0,0,0,0,0,0,0,0,
312,2022100509,20.429,21.344,21.754,19.784,229199456,4973741568.0,-2.861,-1.335,-10.9463397616003,-24.694019596564544,1.6799308853512116,0,0,0,0,0,0,0,0,
313,2022100609,21.064,20.774,21.824,20.414,237543584,5252947968.0,-2.87,-1.239,-9.957722882600962,-23.35057701624322,1.343442580321323,0,0,0,0,0,0,0,0,
314,2022100709,19.644,18.264,20.734,17.929,250972640,4997686784.0,-2.91,-1.278,-11.321710218200721,-24.12404629011114,-0.7734692738679172,0,0,0,0,0,0,0,0,
315,2022101009,18.279,17.654,18.414,17.074,206499808,3908496384.0,-2.954,-1.324,-12.515695163388983,-25.6649997004057,-1.5409534102945628,0,0,0,0,0,0,0,0,
316,2022101109,17.284,16.904,17.894,16.514,264873488,4875140096.0,-3.003,-1.382,-13.66942300950582,-27.61929326767192,-1.9542935672662196,0,0,1,0,0,0,0,0,
317,2022101209,16.994,16.864,17.534,16.715,200741872,3669314560.0,-3.047,-1.411,-14.641023463476095,-29.631376316447785,-2.012083048775864,0,0,0,0,0,0,0,0,
318,2022101309,15.279,18.074,18.384,15.129,414753600,7540511232.0,-3.07,-1.352,-13.278915545531376,-29.581326994079546,0.050049322368238336,0,0,0,0,0,0,0,0,
319,2022101409,18.614,16.334,18.974,16.184,335066304,6185590272.0,-3.113,-1.379,-13.4213344833924,-30.14585362869431,-0.564526634614765,0,0,0,0,0,0,0,0,
320,2022101709,17.569,18.064,18.654,16.796,230025408,4310282240.0,-3.127,-1.292,-12.025925937356142,-29.104554578836428,1.0412990498578836,0,0,0,0,0,0,0,0,
321,2022101809,19.629,18.544,19.764,17.959,346276960,6913313792.0,-3.132,-1.183,-10.301662840901166,-27.21620583242793,1.8883487464084965,0,0,0,0,0,0,0,0,
322,2022101909,18.174,18.304,19.034,17.794,259851088,5087266816.0,-3.137,-1.095,-8.75915135331877,-25.43224834836772,1.7839574840602097,0,0,0,0,0,0,0,0,
323,2022102009,18.094,17.974,19.224,17.504,264851472,5156703744.0,-3.144,-1.03,-7.556623992062818,-24.188328735027596,1.2439196133401254,0,0,0,0,0,0,0,0,
324,2022102109,17.744,19.334,19.544,17.204,313729024,6139024896.0,-3.13,-0.894,-5.027375794976969,-22.084412873750793,2.1039158612768034,0,0,0,0,0,0,0,0,
325,2022102409,19.394,20.034,20.224,18.569,274621984,5692820992.0,-3.105,-0.741,-1.5630146363457698,-19.31045410406969,2.7739587696811014,0,0,0,0,0,0,0,0,
326,2022102509,20.239,21.314,21.404,19.804,238399808,5271699456.0,-3.061,-0.545,2.899176306921838,-15.431461997047919,3.878992107021773,0,0,0,0,0,0,0,0,
327,2022102609,19.944,19.824,21.264,19.614,282519776,6020800000.0,-3.037,-0.463,5.385350513632353,-12.913843277819069,2.5176187192288495,0,0,0,0,0,0,0,0,
328,2022102709,19.554,18.664,19.904,17.054,256629408,5200981504.0,-3.028,-0.454,6.443673891462922,-12.196058845065778,0.717784432753291,0,0,0,0,0,0,0,0,
329,2022102809,18.514,20.464,20.674,17.744,255388624,5320321024.0,-2.993,-0.347,9.277665360049639,-10.639622836831393,1.5564360082343853,0,0,0,0,0,0,0,0,
330,2022103109,19.939,19.714,20.324,19.264,209561136,4396452864.0,-2.968,-0.298,12.016616901589053,-9.694524679624209,0.9450981572071839,0,0,0,0,0,0,0,0,
331,2022110109,20.504,19.064,20.614,18.844,215232448,4464984064.0,-2.95,-0.29,13.675482422467475,-7.917268166043954,1.7772565135802552,0,0,0,0,0,0,0,0,
332,2022110209,19.044,16.964,19.694,16.804,331476256,6558472192.0,-2.96,-0.389,12.569687688999636,-8.847877281176551,-0.9306091151325973,0,0,0,0,0,0,0,0,
333,2022110309,16.409,15.914,17.084,15.774,212231760,3714389504.0,-2.98,-0.515,10.301696599298651,-11.982878308284597,-3.1350010271080464,0,0,0,0,0,0,0,0,
334,2022110409,16.894,16.714,17.069,15.624,382370176,6718230016.0,-2.987,-0.566,9.29469105577023,-14.504228405843861,-2.5213500975592638,0,0,1,0,0,0,0,0,
335,2022110709,16.924,17.284,17.524,16.48,200943408,3643698176.0,-2.983,-0.568,9.128537225371602,-15.77510373568606,-1.2708753298421982,0,0,0,0,0,0,0,0,
336,2022110809,17.614,17.684,18.378,16.859,296056320,5605796352.0,-2.971,-0.541,9.501269811880931,-15.851723255652871,-0.07661951996681182,0,0,0,0,0,0,0,0,
337,2022110909,17.294,16.364,17.774,16.299,215569120,3915851008.0,-2.976,-0.583,8.220897821762769,-16.857347281995743,-1.005624026342872,0,0,1,1,0,0,0,0,
338,2022111009,18.914,20.214,20.564,16.404,328442368,6707148800.0,-2.926,-0.407,11.877750310739302,-9.775293765452204,7.082053516543539,0,0,0,0,0,0,0,0,
339,2022111109,20.194,21.434,21.586,19.904,307134208,6754541568.0,-2.86,-0.201,16.669619465027495,2.0210741679130138,11.796367933365218,0,0,0,0,0,0,0,0,
340,2022111409,20.934,20.834,21.724,20.594,214225936,4757187072.0,-2.804,-0.07,20.207703947404305,13.294275474683559,11.273201306770545,0,0,0,0,0,0,0,0,
341,2022111509,22.409,21.724,22.914,20.969,318265664,7386463232.0,-2.736,0.08,28.428055794955092,23.282501819894236,9.988226345210677,0,0,0,0,0,0,0,0,
342,2022111609,21.264,20.794,22.014,20.594,191679344,4228961792.0,-2.683,0.147,34.12448778023733,30.074591229893485,6.7920894099992495,0,0,0,1,0,0,0,0,
343,2022111709,19.714,20.624,20.994,19.554,213462160,4539024384.0,-2.633,0.189,39.67246954075543,34.65270469491671,4.578113465023222,0,0,0,0,0,0,0,0,
344,2022111809,21.324,20.604,21.344,20.049,194788512,4226342144.0,-2.584,0.218,44.545011560633036,37.83177058279796,3.1790658878812508,0,0,0,0,0,0,0,0,
345,2022112109,20.284,19.944,20.544,19.744,144111248,3069531136.0,-2.545,0.203,47.52436140486789,38.95233445263034,1.120563869832381,0,0,1,1,0,0,0,0,
346,2022112209,20.094,20.834,20.864,19.614,146238624,3109629696.0,-2.494,0.236,51.91591825416893,40.81264059456413,1.8603061419337905,0,0,1,1,0,0,0,0,
